id,tested_positive
813,13.76613
814,10.701073
815,19.554943
816,17.305357
817,17.51734
818,18.287825
819,9.279518
820,17.67713
821,6.331212
822,15.107368
823,24.343966
824,17.188072
825,8.632883
826,7.8089075
827,9.925291
828,9.3071165
829,20.337782
830,7.4417057
831,12.513656
832,26.619314
833,11.090512
834,21.893261
835,32.42115
836,11.492433
837,23.512531
838,23.253786
839,12.663127
840,27.163294
841,20.373072
842,13.922281
843,11.315667
844,29.552366
845,14.252775
846,11.956285
847,19.32641
848,7.2477713
849,9.622282
850,20.362444
851,12.992639
852,22.76895
853,13.601671
854,11.007486
855,7.873575
856,16.35505
857,9.974401
858,10.587615
859,21.998127
860,24.860731
861,28.209341
862,20.067429
863,25.352453
864,24.17267
865,23.298723
866,17.515018
867,25.310678
868,28.08337
869,22.801777
870,9.763105
871,26.031477
872,31.74914
873,30.632643
874,8.214029
875,29.757154
876,14.455234
877,27.787893
878,10.856264
879,20.224556
880,22.501402
881,24.581898
882,11.427883
883,14.033464
884,31.449223
885,16.535843
886,19.231789
887,24.429832
888,10.451826
889,13.275417
890,10.454951
891,21.629295
892,17.69484
893,13.745703
894,38.59852
895,9.960894
896,19.859835
897,28.32718
898,21.654749
899,34.82617
900,23.887327
901,7.4368086
902,26.4098
903,20.442247
904,22.887299
905,8.654955
906,33.32911
907,24.073902
908,10.56994
909,10.243618
910,33.85295
911,33.34163
912,32.948524
913,9.680962
914,23.136992
915,40.569416
916,15.419493
917,13.08831
918,24.889563
919,20.564867
920,16.510183
921,18.720177
922,18.904673
923,44.0513
924,19.636377
925,9.57221
926,26.18756
927,25.375082
928,29.482845
929,15.27137
930,17.723976
931,45.52826
932,13.941982
933,30.86947
934,27.881365
935,15.002075
936,11.251148
937,27.466019
938,20.50859
939,27.274618
940,23.00895
941,33.607002
942,21.98484
943,34.42012
944,16.64061
945,27.09173
946,25.597712
947,37.720367
948,24.90336
949,9.779395
950,32.19278
951,43.04748
952,21.523819
953,13.67713
954,22.835037
955,29.013622
956,31.094923
957,15.027814
958,18.050133
959,22.959772
960,8.702668
961,31.678904
962,29.63096
963,27.509716
964,31.523554
965,22.61923
966,10.954987
967,30.77342
968,32.718452
969,26.480597
970,26.27664
971,23.832342
972,24.340727
973,18.026804
974,21.872948
975,31.19274
976,9.372296
977,35.98312
978,19.951502
979,36.560585
980,14.749577
981,21.0786
982,32.200165
983,22.837759
984,38.29629
985,13.916459
986,36.234188
987,23.2806
988,19.977268
989,35.185688
990,30.50509
991,21.158842
992,30.360628
993,25.57
994,13.078417
995,34.116096
996,40.905136
997,34.1827
998,17.296062
999,30.306555
1000,7.8986607
1001,14.20912
1002,30.04914
1003,32.2164
1004,8.709751
1005,29.032784
1006,27.142996
1007,17.71211
1008,19.17406
1009,20.98128
1010,22.293173
1011,27.011732
1012,21.23959
1013,36.935997
1014,31.487837
1015,29.357489
1016,26.606194
1017,28.084846
1018,20.628672
1019,24.653452
1020,21.407675
1021,31.304827
1022,43.438576
1023,26.416569
1024,32.650627
1025,34.113525
1026,20.453331
1027,19.354681
1028,31.373642
1029,38.152916
1030,12.123188
1031,28.24248
1032,12.105686
1033,19.58196
1034,26.495638
1035,35.137196
1036,35.04103
1037,13.971099
1038,15.277401
1039,14.850975
1040,34.72917
1041,16.065605
1042,38.398964
1043,37.95778
1044,19.352774
1045,35.705463
1046,20.333616
1047,18.67988
1048,33.711395
1049,23.432016
1050,29.256483
1051,32.942036
1052,16.922243
1053,31.9125
1054,34.58045
1055,39.141922
1056,23.260965
1057,27.391336
1058,23.99211
1059,34.301838
1060,38.53986
1061,25.810513
1062,36.361423
1063,30.895805
1064,33.720634
1065,20.74718
1066,33.30202
1067,23.065435
1068,24.583826
1069,27.375048
1070,26.421827
1071,29.740095
1072,36.52054
1073,35.350174
1074,36.154648
1075,37.018772
1076,37.340553
1077,39.49746
